id,direccion,tipo,uso,superficie,ano_construccion,categoria,potencialadquisicion,noticiastate,responsable,encargostate,coordinates,zona,date_time,inmuebleimages,location,habitaciones,garaje,descripcion,ascensor,banyos,trastero,jardin,terraza,aireacondicionado,tipoagrupacion,nestedinmuebles,nestedescaleras,localizado,localizado_phone
2320,AV MURCIA 23 Es:2 Pl:-2G Pt:22,Urbano,Almacén-Estacionamiento,32,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2321,AV MURCIA 23 Es:2 Pl:-2G Pt:23,Urbano,Almacén-Estacionamiento,26,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2322,AV MURCIA 23 Es:2 Pl:-2G Pt:24,Urbano,Almacén-Estacionamiento,26,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2323,AV MURCIA 23 Es:2 Pl:-2G Pt:25,Urbano,Almacén-Estacionamiento,26,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2324,AV MURCIA 23 Es:2 Pl:-2G Pt:26,Urbano,Almacén-Estacionamiento,26,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2325,AV MURCIA 23 Es:2 Pl:-2G Pt:27,Urbano,Almacén-Estacionamiento,26,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2326,AV MURCIA 23 Es:2 Pl:-2G Pt:28,Urbano,Almacén-Estacionamiento,26,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2327,AV MURCIA 23 Es:2 Pl:-2G Pt:29,Urbano,Almacén-Estacionamiento,39,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2328,AV MURCIA 23 Es:2 Pl:-2T Pt:01,Urbano,Almacén-Estacionamiento,4,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2329,AV MURCIA 23 Es:2 Pl:-2T Pt:02,Urbano,Almacén-Estacionamiento,3,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2330,AV MURCIA 23 Es:2 Pl:-2T Pt:03,Urbano,Almacén-Estacionamiento,3,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2331,AV MURCIA 23 Es:2 Pl:-2T Pt:09,Urbano,Almacén-Estacionamiento,4,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2332,AV MURCIA 23 Es:2 Pl:-2T Pt:16,Urbano,Almacén-Estacionamiento,4,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2333,AV MURCIA 23 Es:2 Pl:-2T Pt:05,Urbano,Almacén-Estacionamiento,3,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2334,AV MURCIA 23 Es:2 Pl:-1G Pt:01,Urbano,Almacén-Estacionamiento,30,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2335,AV MURCIA 23 Es:2 Pl:-1G Pt:02,Urbano,Almacén-Estacionamiento,31,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2336,AV MURCIA 23 Es:2 Pl:-1G Pt:03,Urbano,Almacén-Estacionamiento,34,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2337,AV MURCIA 23 Es:2 Pl:-1G Pt:04,Urbano,Almacén-Estacionamiento,34,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2338,AV MURCIA 23 Es:2 Pl:-1G Pt:05,Urbano,Almacén-Estacionamiento,35,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2339,AV MURCIA 23 Es:2 Pl:-1G Pt:06,Urbano,Almacén-Estacionamiento,35,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2340,AV MURCIA 23 Es:2 Pl:-1G Pt:07,Urbano,Almacén-Estacionamiento,31,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2341,AV MURCIA 23 Es:2 Pl:-1G Pt:08,Urbano,Almacén-Estacionamiento,31,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2342,AV MURCIA 23 Es:2 Pl:-1G Pt:09,Urbano,Almacén-Estacionamiento,28,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2343,AV MURCIA 23 Es:2 Pl:-1G Pt:10,Urbano,Almacén-Estacionamiento,26,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2344,AV MURCIA 23 Es:2 Pl:-1G Pt:11,Urbano,Almacén-Estacionamiento,28,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2345,AV MURCIA 23 Es:2 Pl:-1G Pt:12,Urbano,Almacén-Estacionamiento,31,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2346,AV MURCIA 23 Es:2 Pl:-1G Pt:13,Urbano,Almacén-Estacionamiento,33,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2347,AV MURCIA 23 Es:2 Pl:-1G Pt:14,Urbano,Almacén-Estacionamiento,33,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2348,AV MURCIA 23 Es:2 Pl:-1G Pt:15,Urbano,Almacén-Estacionamiento,28,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2349,AV MURCIA 23 Es:2 Pl:-1G Pt:16,Urbano,Almacén-Estacionamiento,31,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2350,AV MURCIA 23 Es:2 Pl:-1G Pt:17,Urbano,Almacén-Estacionamiento,33,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2351,AV MURCIA 23 Es:2 Pl:-1G Pt:18,Urbano,Almacén-Estacionamiento,28,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2352,AV MURCIA 23 Es:2 Pl:-1G Pt:19,Urbano,Almacén-Estacionamiento,28,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2353,AV MURCIA 23 Es:2 Pl:-1G Pt:20,Urbano,Almacén-Estacionamiento,26,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2354,AV MURCIA 23 Es:2 Pl:-1G Pt:21,Urbano,Almacén-Estacionamiento,32,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2355,AV MURCIA 23 Es:2 Pl:-1G Pt:22,Urbano,Almacén-Estacionamiento,26,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2356,AV MURCIA 23 Es:2 Pl:-1G Pt:23,Urbano,Almacén-Estacionamiento,26,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2357,AV MURCIA 23 Es:2 Pl:-1G Pt:24,Urbano,Almacén-Estacionamiento,26,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2358,AV MURCIA 23 Es:2 Pl:-1G Pt:25,Urbano,Almacén-Estacionamiento,26,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2359,AV MURCIA 23 Es:2 Pl:-1G Pt:26,Urbano,Almacén-Estacionamiento,26,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2360,AV MURCIA 23 Es:2 Pl:-1G Pt:27,Urbano,Almacén-Estacionamiento,26,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2361,AV MURCIA 23 Es:2 Pl:-1G Pt:28,Urbano,Almacén-Estacionamiento,39,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2362,AV MURCIA 23 Es:2 Pl:-1T Pt:01,Urbano,Almacén-Estacionamiento,4,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2363,AV MURCIA 23 Es:2 Pl:-1T Pt:02,Urbano,Almacén-Estacionamiento,3,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2364,AV MURCIA 23 Es:2 Pl:-1T Pt:03,Urbano,Almacén-Estacionamiento,3,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2365,AV MURCIA 23 Es:2 Pl:-1T Pt:09,Urbano,Almacén-Estacionamiento,4,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2366,AV MURCIA 23 Es:2 Pl:-1T Pt:15,Urbano,Almacén-Estacionamiento,3,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2367,AV MURCIA 23 Es:2 Pl:-1T Pt:16,Urbano,Almacén-Estacionamiento,6,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2368,CL JOSEP SERRA CARSI 2 Es:1 Pl:00 Pt:01,Urbano,Comercial,94,2005,NULL,0,false,Jaime Alcon,false,"[""39.4049198697085"",""39.4076178302915"",""-0.410603530291502"",""-0.407905569708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2369,CL JOSEP SERRA CARSI 2 Es:1 Pl:01 Pt:03,Urbano,Residencial,142,2005,NULL,0,false,Jaime Alcon,false,"[""39.4049198697085"",""39.4076178302915"",""-0.410603530291502"",""-0.407905569708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2370,CL JOSEP SERRA CARSI 2 Es:1 Pl:01 Pt:02,Urbano,Residencial,137,2005,NULL,0,false,Jaime Alcon,false,"[""39.4049198697085"",""39.4076178302915"",""-0.410603530291502"",""-0.407905569708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2371,CL JOSEP SERRA CARSI 2 Es:1 Pl:01 Pt:01,Urbano,Residencial,122,2005,NULL,0,false,Jaime Alcon,false,"[""39.4049198697085"",""39.4076178302915"",""-0.410603530291502"",""-0.407905569708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2372,CL JOSEP SERRA CARSI 2 Es:1 Pl:02 Pt:08,Urbano,Residencial,140,2005,NULL,0,false,Jaime Alcon,false,"[""39.4049198697085"",""39.4076178302915"",""-0.410603530291502"",""-0.407905569708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2373,CL JOSEP SERRA CARSI 2 Es:1 Pl:02 Pt:07,Urbano,Residencial,137,2005,NULL,0,false,Jaime Alcon,false,"[""39.4049198697085"",""39.4076178302915"",""-0.410603530291502"",""-0.407905569708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2374,CL JOSEP SERRA CARSI 2 Es:1 Pl:02 Pt:06,Urbano,Residencial,122,2005,NULL,0,false,Jaime Alcon,false,"[""39.4049198697085"",""39.4076178302915"",""-0.410603530291502"",""-0.407905569708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2375,CL JOSEP SERRA CARSI 2 Es:1 Pl:02 Pt:05,Urbano,Residencial,127,2005,NULL,0,false,Jaime Alcon,false,"[""39.4049198697085"",""39.4076178302915"",""-0.410603530291502"",""-0.407905569708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2376,CL JOSEP SERRA CARSI 2 Es:1 Pl:02 Pt:04,Urbano,Residencial,132,2005,NULL,0,false,Jaime Alcon,false,"[""39.4049198697085"",""39.4076178302915"",""-0.410603530291502"",""-0.407905569708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2377,CL JOSEP SERRA CARSI 2 Es:1 Pl:03 Pt:11,Urbano,Residencial,140,2005,NULL,0,false,Jaime Alcon,false,"[""39.4049198697085"",""39.4076178302915"",""-0.410603530291502"",""-0.407905569708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2378,CL JOSEP SERRA CARSI 2 Es:1 Pl:03 Pt:10,Urbano,Residencial,137,2005,NULL,0,false,Jaime Alcon,false,"[""39.4049198697085"",""39.4076178302915"",""-0.410603530291502"",""-0.407905569708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2379,CL JOSEP SERRA CARSI 2 Es:1 Pl:03 Pt:09,Urbano,Residencial,122,2005,NULL,0,false,Jaime Alcon,false,"[""39.4049198697085"",""39.4076178302915"",""-0.410603530291502"",""-0.407905569708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2380,CL JOSEP SERRA CARSI 2 Es:1 Pl:04 Pt:16,Urbano,Residencial,140,2005,NULL,0,false,Jaime Alcon,false,"[""39.4049198697085"",""39.4076178302915"",""-0.410603530291502"",""-0.407905569708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2381,CL JOSEP SERRA CARSI 2 Es:1 Pl:04 Pt:15,Urbano,Residencial,137,2005,NULL,0,false,Jaime Alcon,false,"[""39.4049198697085"",""39.4076178302915"",""-0.410603530291502"",""-0.407905569708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2382,CL JOSEP SERRA CARSI 2 Es:1 Pl:04 Pt:14,Urbano,Residencial,122,2005,NULL,0,false,Jaime Alcon,false,"[""39.4049198697085"",""39.4076178302915"",""-0.410603530291502"",""-0.407905569708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2383,CL JOSEP SERRA CARSI 2 Es:1 Pl:04 Pt:13,Urbano,Residencial,127,2005,NULL,0,false,Jaime Alcon,false,"[""39.4049198697085"",""39.4076178302915"",""-0.410603530291502"",""-0.407905569708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2384,CL JOSEP SERRA CARSI 2 Es:1 Pl:04 Pt:12,Urbano,Residencial,132,2005,NULL,0,false,Jaime Alcon,false,"[""39.4049198697085"",""39.4076178302915"",""-0.410603530291502"",""-0.407905569708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2385,CL JOSEP SERRA CARSI 2 Es:1 Pl:05 Pt:21,Urbano,Residencial,146,2005,NULL,0,false,Jaime Alcon,false,"[""39.4049198697085"",""39.4076178302915"",""-0.410603530291502"",""-0.407905569708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2386,CL JOSEP SERRA CARSI 2 Es:1 Pl:05 Pt:20,Urbano,Residencial,92,2005,NULL,0,false,Jaime Alcon,false,"[""39.4049198697085"",""39.4076178302915"",""-0.410603530291502"",""-0.407905569708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2387,CL JOSEP SERRA CARSI 2 Es:1 Pl:05 Pt:19,Urbano,Residencial,47,2005,NULL,0,false,Jaime Alcon,false,"[""39.4049198697085"",""39.4076178302915"",""-0.410603530291502"",""-0.407905569708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2388,CL JOSEP SERRA CARSI 2 Es:1 Pl:05 Pt:18,Urbano,Residencial,99,2005,NULL,0,false,Jaime Alcon,false,"[""39.4049198697085"",""39.4076178302915"",""-0.410603530291502"",""-0.407905569708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2389,CL JOSEP SERRA CARSI 2 Es:1 Pl:05 Pt:17,Urbano,Residencial,115,2005,NULL,0,false,Jaime Alcon,false,"[""39.4049198697085"",""39.4076178302915"",""-0.410603530291502"",""-0.407905569708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
2390,AV MURCIA 23 Es:2 Pl:01 Pt:02,Urbano,Residencial,114,2005,NULL,0,false,Jaime Alcon,false,"[""39.4051021197085"",""39.4078000802915"",""-0.410975180291502"",""-0.408277219708498""]",Zona Roja,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
